Extension Number,Name,Publisher,Extension ID,Source Code,Downloads,ok,critical,high,medium,low,total vul,vulnerabilities
147,Azure Resources,Microsoft,260e9ed1-160d-4f7e-807c-2eb076ba3846,https://github.com/Microsoft/vscode-azureresourcegroups.git,2349079,True,0,0,0,0,0,
148,"Angular 10 Snippets - TypeScript, Html, Angular Material, ngRx, RxJS & Flex Layout",Mikael Morlund,850c6bb1-4a81-4f83-a81f-835d651a211c,https://github.com/BeastCode/VSCode-Angular-TypeScript-Snippets.git,2328866,True,0,0,0,0,0,
149,rust-analyzer,The Rust Programming Language ,06574cb4-e5dc-4631-8174-a543a4533621,https://github.com/rust-lang/rust-analyzer.git,2309554,False,0,0,0,0,0,
150,Remote - Tunnels,Microsoft,105c0b3c-07a9-4156-a4fc-4141040eb07e,https://github.com/Microsoft/vscode-remote-release.git,2305854,False,0,0,0,0,0,
151,SQL Database Projects,Microsoft,4e9e1d12-64b6-4573-9203-f601d27de5a3,https://github.com/Microsoft/azuredatastudio.git,2304471,False,1,0,5,1,7,Cross-site Scripting (XSS); Regular Expression Denial of Service (ReDoS); Improper Input Validation; Validation Bypass; Access Restriction Bypass; Regular Expression Denial of Service (ReDoS); CRITICAL! Arbitrary Code Execution
152,Vue VSCode Snippets,sarah.drasner,c8d95916-cf54-455f-b324-cbd887b7d3a8,https://github.com/sdras/vue-vscode-snippets.git,2240988,True,0,0,0,0,0,
153,Test Adapter Converter,Microsoft,47210ec2-0324-4cbb-9523-9dff02a5f9ec,https://github.com/microsoft/vscode-test-adapter-converter.git,2240806,True,0,0,0,0,0,
154,Sass (.sass only),Syler,466468c3-1861-4ad1-bf3e-f9ad46545ebb,https://github.com/TheRealSyler/vscode-sass-indented.git,2216968,True,0,0,0,0,0,
155,Azure Functions,Microsoft,2ed5adbe-c4e1-4227-8e41-31e2095b30e3,https://github.com/Microsoft/vscode-azurefunctions.git,2136462,True,0,0,0,0,0,
156,Spring Boot Dashboard,Microsoft,27fc0e8e-1341-4f52-9219-4e0f81590937,https://github.com/Microsoft/vscode-spring-boot-dashboard.git,2121847,True,0,0,0,0,0,
157,SonarLint,SonarSource,a7fa941e-bcda-486f-8141-8483a6286177,https://github.com/SonarSource/sonarlint-vscode.git,2105971,True,0,0,0,0,0,
158,PHP,DEVSENSE,93916db4-e944-4c74-b68e-47f2834e9e93,https://github.com/DEVSENSE/phptools-docs.git,2060977,False,0,0,0,0,0,
159,SQLite,alexcvzz,eaee103c-e866-4b73-87f8-3749cab64da2,https://github.com/AlexCovizzi/vscode-sqlite.git,2054266,True,0,0,0,0,0,
160,Git Blame,Wade Anderson,2335b326-c334-4e81-bc51-c408fcec6e7c,https://github.com/Sertion/vscode-gitblame.git,2023370,True,0,0,0,0,0,
161,Sublime Text Keymap and Settings Importer,Microsoft,529697b9-b343-4b1c-ba2f-f5ef692132d4,https://github.com/Microsoft/vscode-sublime-keybindings.git,2016804,True,0,0,0,0,0,
162,Highlight Matching Tag,vincaslt,aae00486-7e92-42b3-91b0-2b419e4f3875,https://github.com/vincaslt/vscode-highlight-matching-tag.git,2004465,True,0,0,0,0,0,
163,Java Language Support,George Fraser,8bd907de-999c-4f06-9be1-f74a06da52fb,https://github.com/georgewfraser/java-language-server.git,1980127,False,0,1,0,0,1,Directory Traversal
164,Azure Machine Learning,Microsoft,d3d5eb01-f0ed-451b-b1ef-8cdec17b2307,https://github.com/Microsoft/vscode-tools-for-ai.git,1965723,False,0,0,0,0,0,
165,Auto Complete Tag,Jun Han,366a9f01-2d1b-48b9-b7df-014ff8dea46b,https://github.com/formulahendry/vscode-auto-complete-tag.git,1952868,True,0,0,0,0,0,
166,One Monokai Theme,Joshua Azemoh,b027c4b2-25ad-46db-b574-05dae3b2dc92,https://github.com/azemoh/vscode-one-monokai.git,1940960,True,0,0,0,0,0,
167,vue,jcbuisson,4c808376-20ec-41d4-a934-f7601552c4f1,https://github.com/LiuJi-Jim/vscode-vue.git,1926374,True,0,0,0,0,0,
168,Laravel Snippets,Winnie Lin,050d4900-7979-4d10-b7aa-e274f6ae8730,https://github.com/onecentlin/laravel5-snippets-vscode.git,1906171,True,0,0,0,0,0,
169,Chinese (Traditional) Language Pack for Visual Studio Code,Microsoft,64d05954-748a-433f-ba3e-edba0227e28e,https://github.com/Microsoft/vscode-loc.git,1899781,False,0,0,0,0,0,
170,Arduino,Microsoft,cf5a111e-3bd1-4e32-9526-20ec73780741,https://github.com/Microsoft/vscode-arduino.git,1880494,True,0,0,0,0,0,
171,SQL Bindings,Microsoft,48154c8d-77c4-4978-a3a2-807fc5266321,https://github.com/Microsoft/azuredatastudio.git,1865837,False,1,0,5,1,7,Cross-site Scripting (XSS); Regular Expression Denial of Service (ReDoS); Improper Input Validation; Validation Bypass; Access Restriction Bypass; Regular Expression Denial of Service (ReDoS); CRITICAL! Arbitrary Code Execution
172,GitDoc,Jonathan Carter,7be174a5-ac74-4496-bf8b-8cc6cc60408c,https://github.com/lostintangent/gitdoc.git,1857016,True,0,0,0,0,0,
173,Prettify JSON,Mohsen Azimi,67e66172-30c7-4478-8f5d-6eac4ae755dc,git@github.com:mohsen1/vscode-prettify-json.git,1856471,False,0,0,1,0,1,Arbitrary Code Injection
174,GitHub Repositories,GitHub,fc7d7e85-2e58-4c1c-97a3-2172ed9a77cd,https://github.com/microsoft/vscode-remote-repositories-github.git,1836811,False,0,0,0,0,0,
175,Spring Boot Extension Pack,VMware,26069f6b-56ea-4c29-8e28-371698a60020,https://github.com/spring-projects/sts4.git,1836470,False,0,0,0,0,0,
176,Jest,Orta,7997a8ae-1fae-4022-b834-12f6318aeffd,https://github.com/jest-community/vscode-jest.git,1825327,False,1,0,0,0,1,CRITICAL! Incomplete List of Disallowed Inputs
177,Better TOML,bungcip,464f4ac7-af65-4aa9-9907-4ba7fa419085,https://github.com/bungcip/better-toml.git,1820634,True,0,0,0,0,0,
178,Image preview,Kiss Tamás,eedfd044-d5ac-4389-973d-3ac1fdb98ad5,https://github.com/kisstkondoros/gutter-preview.git,1818358,True,0,0,0,0,0,
179,Rust (deprecated),The Rust Programming Language ,570e6089-b871-41df-9cf4-a723cb34ef01,https://github.com/rust-lang/vscode-rust.git,1810629,True,0,0,0,0,0,
180,Gradle for Java,Microsoft,a226f06e-9b5e-493b-b92a-553d3572f969,https://github.com/microsoft/vscode-gradle.git,1794955,True,0,0,0,0,0,
181,Azure Machine Learning - Remote,Microsoft,127cf10a-2f9b-4685-ae97-09b1d3200338,https://github.com/Microsoft/vscode-tools-for-ai.git,1785752,False,0,0,0,0,0,
182,"Open in GitHub, Bitbucket, Gitlab, VisualStudio.com !",ziyasal,1d4d80c9-0d33-48a1-88a8-19ff80bc8e2a,https://github.com/ziyasal/vscode-open-in-github.git,1783334,False,0,1,2,0,3,Authorization Bypass Through User-Controlled Key; Server-side Request Forgery (SSRF); Improper Input Validation
183,Markdown PDF,yzane,f015bc3c-a098-4245-8765-615e002e09ab,https://github.com/yzane/vscode-markdown-pdf.git,1758462,False,0,1,6,0,7,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Server-side Request Forgery (SSRF); Prototype Pollution; Prototype Pollution; Regular Expression Denial of Service (ReDoS)
184,vscode-proto3,zxh404,1d3d1fb2-0d8f-47ed-bfce-990b8ddfc9d8,https://github.com/zxh0/vscode-proto3.git,1748762,False,0,14,33,0,47,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Open Redirect; Open Redirect; Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution
185,Debugger for Unity,Unity Technologies,b0605276-f92b-4616-be91-ea11ec64dd1f,https://github.com/Unity-Technologies/vscode-unity-debug.git,1738251,False,0,10,3,0,13,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Arbitrary File Overwrite; Command Injection; Server-side Request Forgery (SSRF); Prototype Pollution; Arbitrary Code Injection
186,Composer,DEVSENSE,eed2a934-7bb6-4a5b-a29d-353077efd839,https://github.com/DEVSENSE/phptools-docs.git,1730673,False,0,0,0,0,0,
187,Prettier ESLint,Rebecca Vest,d4b06bd6-36a0-469f-be55-c0a73413b688,https://github.com/idahogurl/vs-code-prettier-eslint.git,1715403,False,0,2,0,0,2,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS)
188,PlantUML,jebbs,d95cb424-7a5a-4e08-9698-107d6fd590cf,https://github.com/qjebbs/vscode-plantuml.git,1711341,True,0,0,0,0,0,
189,AWS Toolkit,Amazon Web Services,ac5787df-9b2d-441c-abf0-977d62bc66f0,https://github.com/aws/aws-toolkit-vscode.git,1707537,True,0,0,0,0,0,
190,PHP Profiler,DEVSENSE,6e4e2904-96c2-4c5c-8b78-23da062f2f9e,https://github.com/DEVSENSE/phptools-docs.git,1694046,False,0,0,0,0,0,
191,GraphQL: Language Feature Support,GraphQL Foundation,55ef6448-487b-49a0-a66e-4d2d9bb82229,https://github.com/graphql/graphiql.git,1691798,False,0,1,5,0,6,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS)
192,Stylelint,Stylelint,ec35b5a3-9802-4c68-b5ff-e85f19ec0977,https://github.com/stylelint/vscode-stylelint.git,1673230,True,0,0,0,0,0,
193,Draw.io Integration,Henning Dieterichs,ea6a6046-2132-421f-a984-664909fcf0b8,https://github.com/hediet/vscode-drawio.git,1647867,False,0,1,0,0,1,Prototype Pollution
194,Trailing Spaces,Shardul Mahadik,6ad45f5a-09ec-44e5-b363-867ddc1ec674,https://github.com/shardulm94/vscode-trailingspaces.git,1645933,True,0,0,0,0,0,
195,VSCode Great Icons,Emmanuel Béziat,829a192d-496c-44ac-87f3-0a84ce36a853,https://github.com/EmmanuelBeziat/vscode-great-icons.git,1638652,True,0,0,0,0,0,
196,Shades of Purple,Ahmad Awais ⚡,431aa1a8-74f4-43d5-a83b-f4960510da5f,https://github.com/ahmadawais/shades-of-purple-vscode.git,1628885,True,0,0,0,0,0,
197,Red Hat Dependency Analytics,Red Hat,efcb43ca-77e6-43e4-8ddc-ada617cb34bd,https://github.com/fabric8-analytics/fabric8-analytics-vscode-extension.git,1600528,True,0,0,0,0,0,
198,Path Autocomplete,Mihai Vilcu,0d1241e3-fa60-4f24-8f2a-6d7085677c48,https://github.com/mihai-vlc/path-autocomplete.git,1576277,True,0,0,0,0,0,
199,CSS Formatter,Martin Aeschlimann,3f770365-3682-44ee-a63e-5ef1b16c74d2,https://github.com/aeschli/vscode-css-formatter.git,1574814,True,0,0,0,0,0,
200,SynthWave '84,Robb Owen,e5fd2b56-1637-4d4f-8252-6c9d416f9a28,https://github.com/robb0wen/synthwave-vscode.git,1565103,True,0,0,0,0,0,
201,Azure App Service,Microsoft,42691ca6-18d6-4efe-9e9a-1aabad399d4b,https://github.com/Microsoft/vscode-azureappservice.git,1551945,True,0,0,0,0,0,
202,Color Picker,anseki,37d7747f-e652-4eac-83de-f2939f7e2121,https://github.com/anseki/vscode-color.git,1536999,False,0,1,2,0,3,Server-side Request Forgery (SSRF); Prototype Pollution; Denial of Service (DoS)
203,MySQL,Jun Han,d4598ff7-3c39-47f6-bf45-2df845252570,https://github.com/formulahendry/vscode-mysql.git,1523330,True,0,0,0,0,0,
204,TypeScript Vue Plugin (Volar),Vue,78d16c76-388b-44e4-8470-6790d6c3d2d1,https://github.com/vuejs/language-tools.git,1520015,True,0,0,0,0,0,
205,Laravel Artisan,Ryan Naddy,8a3855a5-f258-48ee-87f9-fa4f7a0875b1,https://github.com/TheColorRed/vscode-laravel-artisan.git,1519051,True,0,0,0,0,0,
206,Discord Presence,Crawl,2bbe1392-1ad3-4f59-82bc-fccaa3afc3a5,https://github.com/iCrawl/discord-vscode.git,1518601,True,0,0,0,0,0,
207,Terminal,Jun Han,186ace18-2b44-490d-863e-0bd29b229a27,https://github.com/formulahendry/vscode-terminal.git,1510466,True,0,0,0,0,0,
208,IntelliJ IDEA Keybindings,Keisuke Kato,f30b63fa-e34a-40af-a573-5de5ecfb6c5e,https://github.com/kasecato/vscode-intellij-idea-keybindings.git,1506120,True,0,0,0,0,0,
209,PHP Server,brapifra,a8194b6b-5989-4647-a5b8-ac7085201841,https://github.com/brapifra/vscode-phpserver.git,1499245,True,0,0,0,0,0,
210,Azure CLI Tools,Microsoft,5dcca53c-1485-4cdc-a643-4a366d2ac9e0,https://github.com/Microsoft/vscode-azurecli.git,1473955,True,0,0,0,0,0,
211,Nx Console,nrwl,d10af6bf-270f-4cf0-b94b-1bea4bda1e2e,https://github.com/nrwl/nx-console.git,1460251,True,0,0,0,0,0,
212,JavaScript Debugger (Nightly),Microsoft,7acbb4ce-c85a-49d4-8d95-a8054406ae97,https://github.com/Microsoft/vscode-pwa.git,1445275,True,0,0,0,0,0,
213,Remote Repositories,Microsoft,cf5142f0-3701-4992-980c-9895a750addf,https://github.com/microsoft/vscode-remote-repositories-github.git,1418349,False,0,0,0,0,0,
214,Notepad++ keymap,Microsoft,de785715-a9d3-4b21-8e9d-5aba0be1ac64,https://github.com/Microsoft/vscode-notepadplusplus-keybindings.git,1411417,True,0,0,0,0,0,
215,Extension Uninstaller,CS50,1ce06bc2-9cde-4fc6-acd1-d301209a2429,https://github.com/cs50/extension-uninstaller.vsix.git,1409919,True,0,0,0,0,0,
216,Node.js Modules Intellisense,Zongmin Lei,1bb92b2c-526c-4bfd-bb38-5bae1b278c89,https://github.com/leizongmin/vscode-node-module-intellisense.git,1405317,True,0,0,0,0,0,
217,TypeScript Hero,Christoph Bühler,38583aca-2ba1-417f-80fc-68ca8d717fb4,https://gitlab.com/smartive/open-source/christoph/typescript-hero.git,1401278,False,0,0,0,0,0,
218,Black Formatter,Microsoft,859e640c-c157-47da-8699-9080b81c8371,https://github.com/microsoft/vscode-black-formatter.git,1396627,True,0,0,0,0,0,
219,phpcs,Ioannis Kappas,b0a47156-9132-49a2-bebd-ed16d91b1fa6,https://github.com/ikappas/vscode-phpcs.git,1390658,True,0,0,0,0,0,
220,Version Lens,pflannery,07fc4a0a-11fc-4121-ba9a-f0d534c729d8,https://gitlab.com/versionlens/vscode-versionlens.git,1387444,False,0,0,0,0,0,
221,Laravel goto view,codingyu,0b86e0a5-d2ef-48d8-9a1a-73f96e65f26e,https://github.com/codingyu/laravel-goto-view.git,1377716,True,0,0,0,0,0,
222,Markdown Preview Github Styling,Matt Bierner,5cbdf58a-694a-4aba-af08-61d00842eb03,https://github.com/mjbvz/vscode-github-markdown-preview-style.git,1350450,True,0,0,0,0,0,
223,Salesforce CLI Integration,Salesforce,1d9d0701-6f65-4174-a1a6-5720ffa59b61,https://github.com/forcedotcom/salesforcedx-vscode.git,1344969,False,0,14,33,0,47,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Open Redirect; Open Redirect; Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution
224,SCSS Formatter,Sibiraj,01708053-6fab-403f-9787-9d5f3d8f7d6a,https://github.com/sibiraj-s/vscode-scss-formatter.git,1334958,True,0,0,0,0,0,
225,Laravel Extra Intellisense,amir,b52072d1-e507-4261-8935-f4d91a055d7d,https://github.com/amir9480/vscode-laravel-extra-intellisense.git,1332765,True,0,0,0,0,0,
226,Cobalt2 Theme Official,Wes Bos,fb374ce1-5343-46c8-a425-900fdad15523,https://github.com/wesbos/cobalt2-vscode.git,1331346,True,0,0,0,0,0,
227,Unity Code Snippets,Kleber Silva,e310ade6-fe29-42da-a447-3fe493080a97,https://github.com/kleber-swf/vscode-unity-code-snippets.git,1306970,True,0,0,0,0,0,
228,Live Sass Compiler,Glenn Marks,137c3643-510d-4a1f-a737-793c72e8b411,https://github.com/glenn2223/vscode-live-sass-compiler.git,1301984,True,0,0,0,0,0,
229,Apex,Salesforce,fb928002-4623-4d99-b7e0-4a1d473e77a3,https://github.com/forcedotcom/salesforcedx-vscode.git,1298519,False,0,14,33,0,47,Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Open Redirect; Open Redirect; Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Regular Expression Denial of Service (ReDoS); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Server-side Request Forgery (SSRF); Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution; Prototype Pollution
230,shell-format,foxundermoon,5fb19573-2183-4cf2-b53d-0fb869dae7ae,https://github.com/foxundermoon/vs-shell-format.git,1291478,True,0,0,0,0,0,
231,Italian Language Pack for Visual Studio Code,Microsoft,5850ca42-8095-4631-aa6d-154d7a1cab4a,https://github.com/Microsoft/vscode-loc.git,1289822,False,0,0,0,0,0,
232,R,REditorSupport,4dfff9f4-ff9b-47bb-b0d1-c54e18d8febb,https://github.com/REditorSupport/vscode-R.git,1278218,True,0,0,0,0,0,
233,SFTP,liximomo,ed3575fb-5812-4a43-9efb-c19649137420,https://github.com/liximomo/vscode-sftp.git,1272420,False,0,1,0,0,1,Command Injection
234,PHP Namespace Resolver,Mehedi Hassan,651dce1f-eda8-4a5b-aa26-0d1266de8ed1,https://github.com/MehediDracula/PHP-Namespace-Resolver.git,1254119,True,0,0,0,0,0,
